queryid_pep	pfam_id	pfam_description
evm.model.HIC_ASM_1.1353_Akon	PF08263	Leucine rich repeat N-terminal domain
evm.model.HIC_ASM_5.11329_Akon	PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases
evm.model.CTG_18461.4_Akon	PF00314	Thaumatin family
evm.model.CTG_11462.5_Akon	PF00314	Thaumatin family
evm.model.HIC_ASM_4.13762_Akon	PF01988	VIT family
evm.model.HIC_ASM_1.738_Akon	PF04749	PLAC8 family
evm.model.HIC_ASM_1.738_Akon	PF11204	Protein of unknown function (DUF2985)
evm.model.HIC_ASM_9.102.2_Akon	PF00443	Ubiquitin carboxyl-terminal hydrolase
evm.model.HIC_ASM_9.102.2_Akon	PF14533	Ubiquitin-specific protease C-terminal
evm.model.HIC_ASM_9.102.2_Akon	PF12436	ICP0-binding domain of Ubiquitin-specific protease 7
evm.model.HIC_ASM_9.102.2_Akon	PF00917	MATH domain
evm.model.HIC_ASM_10.514_Akon	PF04144	SCAMP family
evm.model.HIC_ASM_10.495_Akon	PF04144	SCAMP family
evm.model.HIC_ASM_1.988_Akon	PF04116	Fatty acid hydroxylase superfamily
evm.model.HIC_ASM_1.662_Akon	PF03911	Sec61beta family
evm.model.HIC_ASM_1.725_evm.model.HIC_ASM_1.726_Akon	PF06963	Ferroportin1 (FPN1)
evm.model.HIC_ASM_1.821_Akon	PF15879	NADH-ubiquinone oxidoreductase MWFE subunit
evm.model.HIC_ASM_8.7310_Akon	PF16113	Enoyl-CoA hydratase/isomerase
evm.model.HIC_ASM_9.10045_Akon	PF00403	Heavy-metal-associated domain
evm.model.CTG_3850.3_Akon	PF00403	Heavy-metal-associated domain
evm.model.HIC_ASM_0.3305_Akon	PF00561	alpha/beta hydrolase fold
evm.model.HIC_ASM_5.8410_Akon	PF00295	Glycosyl hydrolases family 28
evm.model.CTG_15122.1_Akon	PF00295	Glycosyl hydrolases family 28
evm.model.HIC_ASM_9.445_Akon	PF00295	Glycosyl hydrolases family 28
evm.model.HIC_ASM_9.496_Akon	PF00295	Glycosyl hydrolases family 28
evm.model.HIC_ASM_4.13080.1_Akon	PF00170	bZIP transcription factor
evm.model.HIC_ASM_4.13080.1_Akon	PF07777	G-box binding protein MFMR
evm.model.HIC_ASM_0.155_Akon	PF00651	BTB/POZ domain
evm.model.HIC_ASM_6.8177_Akon	PF01204	Trehalase
evm.model.CTG_7695.4_Akon	PF07727	Reverse transcriptase (RNA-dependent DNA polymerase)
evm.model.CTG_1919.1_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_4.9619_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_4.9619_Akon	PF00270	DEAD/DEAH box helicase
evm.model.CTG_14196.8_Akon	PF13812	Pentatricopeptide repeat domain
evm.model.CTG_14196.8_Akon	PF13041	PPR repeat family
evm.model.CTG_14196.8_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_1.2293_Akon	PF01535	PPR repeat
evm.model.CTG_16920.3_Akon	PF01161	Phosphatidylethanolamine-binding protein
evm.model.CTG_17642.10_Akon	PF13041	PPR repeat family
evm.model.CTG_17642.10_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_9.883_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_9.883_Akon	PF01535	PPR repeat
evm.model.CTG_5665.8_Akon	PF13041	PPR repeat family
evm.model.CTG_5665.8_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_7.3052_evm.model.HIC_ASM_7.3058_Akon	PF00485	Phosphoribulokinase / Uridine kinase family
evm.model.HIC_ASM_1.10271.1_Akon	PF02365	No apical meristem (NAM) protein
evm.model.HIC_ASM_1.2117_Akon	PF04882	Peroxin-3
evm.model.HIC_ASM_8.2487_Akon	PF01554	MatE
evm.model.CTG_11900.7_Akon	PF00180	Isocitrate/isopropylmalate dehydrogenase
evm.model.HIC_ASM_9.8830_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_0.5589_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_0.5589_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_0.5589_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.HIC_ASM_0.5589_Akon	PF08276	PAN-like domain
evm.model.HIC_ASM_0.5589_Akon	PF01453	D-mannose binding lectin
evm.model.CTG_5068.2_Akon	PF00954	S-locus glycoprotein domain
evm.model.CTG_5068.2_Akon	PF07714	Protein tyrosine kinase
evm.model.CTG_5068.2_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.CTG_5068.2_Akon	PF08276	PAN-like domain
evm.model.CTG_5068.2_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_4.12264_Akon	PF08263	Leucine rich repeat N-terminal domain
evm.model.HIC_ASM_12.4716_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_12.4716_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_12.4716_Akon	PF14432	DYW family of nucleic acid deaminases
evm.model.HIC_ASM_4.14566_Akon	PF04640	PLATZ transcription factor
evm.model.CTG_6183.4_Akon	PF04640	PLATZ transcription factor
evm.model.HIC_ASM_11.544_Akon	PF02181	Formin Homology 2 Domain
evm.model.HIC_ASM_4.14449.3_Akon	PF00443	Ubiquitin carboxyl-terminal hydrolase
evm.model.CTG_18278.5_Akon	PF02320	Ubiquinol-cytochrome C reductase hinge protein
evm.model.HIC_ASM_11.351_evm.model.HIC_ASM_11.352_Akon	PF02146	Sir2 family
evm.model.HIC_ASM_3.5781_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_3.5781_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_3.5781_Akon	PF14432	DYW family of nucleic acid deaminases
evm.model.CTG_17011.5_Akon	PF00571	CBS domain
evm.model.CTG_17011.5_Akon	PF00654	Voltage gated chloride channel
evm.model.HIC_ASM_5.11494_Akon	PF00571	CBS domain
evm.model.HIC_ASM_5.11494_Akon	PF00654	Voltage gated chloride channel
evm.model.HIC_ASM_4.2551.1_Akon	PF00010	Helix-loop-helix DNA-binding domain
evm.model.CTG_10733.2_Akon	PF09790	Hyccin
evm.model.HIC_ASM_5.10352_Akon	PF09790	Hyccin
evm.model.HIC_ASM_3.8995_Akon	PF12719	Nuclear condensing complex subunits, C-term domain
evm.model.HIC_ASM_3.9016_Akon	PF12719	Nuclear condensing complex subunits, C-term domain
evm.model.HIC_ASM_0.5741_Akon	PF04152	Mre11 DNA-binding presumed domain
evm.model.HIC_ASM_0.5741_Akon	PF00149	Calcineurin-like phosphoesterase
evm.model.HIC_ASM_8.489_evm.model.HIC_ASM_8.490_Akon	PF03552	Cellulose synthase
evm.model.HIC_ASM_8.503_Akon	PF03552	Cellulose synthase
evm.model.CTG_8085.4_Akon	PF03552	Cellulose synthase
evm.model.CTG_15309.8_Akon	PF08276	PAN-like domain
evm.model.CTG_15309.8_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.CTG_15309.8_Akon	PF00954	S-locus glycoprotein domain
evm.model.CTG_15309.8_Akon	PF07714	Protein tyrosine kinase
evm.model.CTG_15309.8_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_0.5597_Akon	PF08276	PAN-like domain
evm.model.HIC_ASM_0.5597_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.HIC_ASM_0.5597_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_0.5597_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_0.5597_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_10.7204_Akon	PF08276	PAN-like domain
evm.model.HIC_ASM_10.7204_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.HIC_ASM_10.7204_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_10.7204_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_10.7204_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_10.7183_Akon	PF08276	PAN-like domain
evm.model.HIC_ASM_10.7183_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.HIC_ASM_10.7183_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_10.7183_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_10.7183_Akon	PF01453	D-mannose binding lectin
evm.model.CTG_5068.3_Akon	PF08276	PAN-like domain
evm.model.CTG_5068.3_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.CTG_5068.3_Akon	PF00954	S-locus glycoprotein domain
evm.model.CTG_5068.3_Akon	PF07714	Protein tyrosine kinase
evm.model.CTG_5068.3_Akon	PF01453	D-mannose binding lectin
evm.model.CTG_15309.9_Akon	PF08276	PAN-like domain
evm.model.CTG_15309.9_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.CTG_15309.9_Akon	PF00954	S-locus glycoprotein domain
evm.model.CTG_15309.9_Akon	PF07714	Protein tyrosine kinase
evm.model.CTG_15309.9_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_0.5588_Akon	PF08276	PAN-like domain
evm.model.HIC_ASM_0.5588_Akon	PF11883	Domain of unknown function (DUF3403)
evm.model.HIC_ASM_0.5588_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_0.5588_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_0.5588_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_4.7193_Akon	PF04059	RNA recognition motif 2
evm.model.HIC_ASM_4.7193_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_6.127.1_Akon	PF00623	RNA polymerase Rpb1, domain 2
evm.model.HIC_ASM_6.127.1_Akon	PF04998	RNA polymerase Rpb1, domain 5
evm.model.HIC_ASM_6.127.1_Akon	PF04983	RNA polymerase Rpb1, domain 3
evm.model.HIC_ASM_6.127.1_Akon	PF04997	RNA polymerase Rpb1, domain 1
evm.model.CTG_15933.8_Akon	PF13087	AAA domain
evm.model.CTG_15933.8_Akon	PF08696	DNA replication factor Dna2
evm.model.CTG_15933.8_Akon	PF13086	AAA domain
evm.model.HIC_ASM_4.13322_Akon	PF13087	AAA domain
evm.model.HIC_ASM_4.13322_Akon	PF08696	DNA replication factor Dna2
evm.model.HIC_ASM_4.13322_Akon	PF13086	AAA domain
evm.model.HIC_ASM_6.8180_Akon	PF01612	3'-5' exonuclease
evm.model.HIC_ASM_6.8180_Akon	PF01927	Mut7-C RNAse domain
evm.model.HIC_ASM_5.12046_Akon	PF01612	3'-5' exonuclease
evm.model.HIC_ASM_5.12046_Akon	PF01927	Mut7-C RNAse domain
evm.model.HIC_ASM_1.1805_Akon	PF01425	Amidase
evm.model.HIC_ASM_1.1804_Akon	PF01425	Amidase
evm.model.HIC_ASM_1.2703_Akon	PF01425	Amidase
evm.model.CTG_6596.5_evm.model.CTG_6596.6_Akon	PF00023	Ankyrin repeat
evm.model.CTG_6596.5_evm.model.CTG_6596.6_Akon	PF12796	Ankyrin repeats (3 copies)
evm.model.HIC_ASM_10.172_Akon	PF03169	OPT oligopeptide transporter protein
evm.model.HIC_ASM_10.195_Akon	PF03169	OPT oligopeptide transporter protein
evm.model.HIC_ASM_10.1015_Akon	PF00403	Heavy-metal-associated domain
evm.model.HIC_ASM_1.1610_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_1.1610_Akon	PF08662	Eukaryotic translation initiation factor eIF2A
evm.model.HIC_ASM_12.10_Akon	PF00069	Protein kinase domain
evm.model.CTG_10559.4_Akon	PF01657	Salt stress response/antifungal
evm.model.HIC_ASM_1.1546_Akon	PF01657	Salt stress response/antifungal
evm.model.CTG_10035.5_Akon	PF13839	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p
evm.model.CTG_10035.5_Akon	PF14416	PMR5 N terminal Domain
evm.model.CTG_16747.2_Akon	PF00995	Sec1 family
evm.model.HIC_ASM_1.1761_Akon	PF04782	Protein of unknown function (DUF632)
evm.model.HIC_ASM_1.1761_Akon	PF04783	Protein of unknown function (DUF630)
evm.model.CTG_11969.4_Akon	PF01926	50S ribosome-binding GTPase
evm.model.HIC_ASM_6.1036_Akon	PF11940	Domain of unknown function (DUF3458) Ig-like fold
evm.model.HIC_ASM_6.1036_Akon	PF17432	Domain of unknown function (DUF3458_C) ARM repeats
evm.model.HIC_ASM_6.1036_Akon	PF01433	Peptidase family M1 domain
evm.model.CTG_11748.1_Akon	PF01909	Nucleotidyltransferase domain
evm.model.CTG_11748.1_Akon	PF03828	Cid1 family poly A polymerase
evm.model.HIC_ASM_0.5879_Akon	PF01909	Nucleotidyltransferase domain
evm.model.HIC_ASM_0.5879_Akon	PF03828	Cid1 family poly A polymerase
evm.model.HIC_ASM_10.1515_Akon	PF16135	TPL-binding domain in jasmonate signalling
evm.model.HIC_ASM_10.1515_Akon	PF00628	PHD-finger
evm.model.CTG_14346.1_Akon	PF06733	DEAD_2
evm.model.CTG_14346.1_Akon	PF13307	Helicase C-terminal domain
evm.model.HIC_ASM_7.600_Akon	PF09814	HECT-like Ubiquitin-conjugating enzyme (E2)-binding
evm.model.HIC_ASM_2.171_Akon	PF00176	SNF2 family N-terminal domain
evm.model.HIC_ASM_2.171_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_4.1935_Akon	PF00634	BRCA2 repeat
evm.model.HIC_ASM_4.1935_Akon	PF09169	BRCA2, helical
evm.model.HIC_ASM_4.1935_Akon	PF09103	BRCA2, oligonucleotide/oligosaccharide-binding, domain 1
evm.model.HIC_ASM_2.7092_Akon	PF03141	Putative S-adenosyl-L-methionine-dependent methyltransferase
evm.model.HIC_ASM_7.1273_Akon	PF03141	Putative S-adenosyl-L-methionine-dependent methyltransferase
evm.model.HIC_ASM_7.1367_Akon	PF03732	Retrotransposon gag protein
evm.model.HIC_ASM_10.1028_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_10.1028_Akon	PF14432	DYW family of nucleic acid deaminases
evm.model.HIC_ASM_10.1028_Akon	PF01535	PPR repeat
evm.model.CTG_1674.3_Akon	PF08511	COQ9
evm.model.HIC_ASM_0.5987_Akon	PF07460	NUMOD3 motif (2 copies)
evm.model.HIC_ASM_0.5956_Akon	PF07460	NUMOD3 motif (2 copies)
evm.model.CTG_8102.2_Akon	PF00394	Multicopper oxidase
evm.model.CTG_8102.2_Akon	PF07732	Multicopper oxidase
evm.model.CTG_8102.2_Akon	PF07731	Multicopper oxidase
evm.model.HIC_ASM_10.7347_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_8.73_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_10.2214_Akon	PF00288	GHMP kinases N terminal domain
evm.model.HIC_ASM_10.2214_Akon	PF08544	GHMP kinases C terminal
evm.model.HIC_ASM_10.2209_Akon	PF00288	GHMP kinases N terminal domain
evm.model.HIC_ASM_10.2209_Akon	PF08544	GHMP kinases C terminal
evm.model.HIC_ASM_12.299_Akon	PF18441	Hen1_Lam_C
evm.model.HIC_ASM_12.299_Akon	PF13847	Methyltransferase domain
evm.model.HIC_ASM_12.299_Akon	PF17842	dsRBD2
evm.model.HIC_ASM_12.4190_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_12.4190_Akon	PF13041	PPR repeat family
evm.model.CTG_8974.6_Akon	PF04640	PLATZ transcription factor
evm.model.HIC_ASM_0.6433_Akon	PF04640	PLATZ transcription factor
evm.model.CTG_1233.3_Akon	PF00188	Cysteine-rich secretory protein family
evm.model.HIC_ASM_5.486_Akon	PF00005	ABC transporter
evm.model.HIC_ASM_5.486_Akon	PF00664	ABC transporter transmembrane region
evm.model.HIC_ASM_4.14820_Akon	PF04755	PAP_fibrillin
evm.model.HIC_ASM_4.14072_evm.model.HIC_ASM_4.14077_Akon	PF00141	Peroxidase
evm.model.HIC_ASM_5.9435_Akon	PF08276	PAN-like domain
evm.model.HIC_ASM_5.9435_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_5.9435_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_5.9435_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_10.471_Akon	PF05678	VQ motif
evm.model.HIC_ASM_4.2972_Akon	PF16100	RecQ-mediated genome instability protein 2
evm.model.HIC_ASM_1.213_Akon	PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal
evm.model.HIC_ASM_1.213_Akon	PF00010	Helix-loop-helix DNA-binding domain
evm.model.HIC_ASM_5.8819_Akon	PF13516	Leucine Rich repeat
evm.model.CTG_17287.6_Akon	PF13516	Leucine Rich repeat
evm.model.CTG_11381.10_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_5.11331_Akon	PF00085	Thioredoxin
evm.model.HIC_ASM_12.5135_Akon	PF00860	Permease family
evm.model.CTG_15386.9_Akon	PF00854	POT family
evm.model.HIC_ASM_4.13282.1_Akon	PF11744	Aluminium activated malate transporter
evm.model.CTG_7831.3_Akon	PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
evm.model.CTG_7831.3_Akon	PF08392	FAE1/Type III polyketide synthase-like protein
evm.model.HIC_ASM_3.300_Akon	PF12357	Phospholipase D C terminal
evm.model.HIC_ASM_3.300_Akon	PF00168	C2 domain
evm.model.HIC_ASM_3.300_Akon	PF00614	Phospholipase D Active site motif
evm.model.HIC_ASM_5.9121_Akon	PF06454	Protein of unknown function (DUF1084)
evm.model.HIC_ASM_8.761_Akon	PF01078	Magnesium chelatase, subunit ChlI
evm.model.HIC_ASM_8.761_Akon	PF17863	AAA_lid_2
evm.model.HIC_ASM_0.6102_Akon	PF00294	pfkB family carbohydrate kinase
evm.model.CTG_7307.10_Akon	PF05641	Agenet domain
evm.model.CTG_14280.5_Akon	PF08449	UAA transporter family
evm.model.HIC_ASM_6.6983_Akon	PF13855	Leucine rich repeat
evm.model.HIC_ASM_4.12160_Akon	PF01459	Eukaryotic porin
evm.model.HIC_ASM_5.101_Akon	PF03492	SAM dependent carboxyl methyltransferase
evm.model.HIC_ASM_5.10033_Akon	PF00227	Proteasome subunit
evm.model.HIC_ASM_5.10033_Akon	PF10584	Proteasome subunit A N-terminal signature
evm.model.CTG_149.2_Akon	PF06094	Gamma-glutamyl cyclotransferase, AIG2-like
evm.model.CTG_20021.5_Akon	PF06094	Gamma-glutamyl cyclotransferase, AIG2-like
evm.model.HIC_ASM_5.9334_Akon	PF02362	B3 DNA binding domain
evm.model.HIC_ASM_5.9334_Akon	PF00847	AP2 domain
evm.model.HIC_ASM_5.9300_Akon	PF02362	B3 DNA binding domain
evm.model.HIC_ASM_5.9300_Akon	PF00847	AP2 domain
evm.model.HIC_ASM_5.9739_Akon	PF00098	Zinc knuckle
evm.model.CTG_18091.6_Akon	PF04982	HPP family
evm.model.HIC_ASM_4.12115_Akon	PF06549	Protein of unknown function (DUF1118)
evm.model.HIC_ASM_4.12053_Akon	PF06549	Protein of unknown function (DUF1118)
evm.model.HIC_ASM_5.3802_Akon	PF01095	Pectinesterase
evm.model.HIC_ASM_1.2826_Akon	PF00550	Phosphopantetheine attachment site
evm.model.HIC_ASM_0.4953_Akon	PF00085	Thioredoxin
evm.model.HIC_ASM_2.87_Akon	PF04874	Mak16 protein C-terminal region
evm.model.HIC_ASM_2.87_Akon	PF01778	Ribosomal L28e protein family
evm.model.HIC_ASM_7.2861_Akon	PF03168	Late embryogenesis abundant protein
evm.model.HIC_ASM_7.741_Akon	PF14009	Domain of unknown function (DUF4228)
evm.model.HIC_ASM_7.6401_Akon	PF14009	Domain of unknown function (DUF4228)
evm.model.HIC_ASM_5.939_Akon	PF00314	Thaumatin family
evm.model.HIC_ASM_0.5389_Akon	PF02469	Fasciclin domain
evm.model.HIC_ASM_1.3476_Akon	PF01781	Ribosomal L38e protein family
evm.model.HIC_ASM_4.11891_Akon	PF00270	DEAD/DEAH box helicase
evm.model.HIC_ASM_4.11891_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_10.1604_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_11.5913_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_11.5913_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.HIC_ASM_5.2269_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_5.2269_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.CTG_7297.16_Akon	PF03106	WRKY DNA -binding domain
evm.model.HIC_ASM_1.6946_Akon	PF00025	ADP-ribosylation factor family
evm.model.CTG_624.5.1_Akon	PF04640	PLATZ transcription factor
evm.model.HIC_ASM_4.1639_Akon	PF05093	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis
evm.model.HIC_ASM_4.1639_Akon	PF08241	Methyltransferase domain
evm.model.HIC_ASM_5.10235_Akon	PF15801	zf-MYND-like zinc finger, mRNA-binding
evm.model.HIC_ASM_5.10235_Akon	PF00557	Metallopeptidase family M24
evm.model.HIC_ASM_3.302_Akon	PF03479	Domain of unknown function (DUF296)
evm.model.HIC_ASM_5.11528_Akon	PF00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
evm.model.HIC_ASM_10.212_Akon	PF02519	Auxin responsive protein
evm.model.HIC_ASM_10.186_Akon	PF02519	Auxin responsive protein
evm.model.HIC_ASM_6.124_Akon	PF00295	Glycosyl hydrolases family 28
evm.model.HIC_ASM_9.1166_Akon	PF00011	Hsp20/alpha crystallin family
evm.model.HIC_ASM_3.8447_Akon	PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
evm.model.HIC_ASM_3.8447_Akon	PF00364	Biotin-requiring enzyme
evm.model.HIC_ASM_3.8447_Akon	PF02817	e3 binding domain
evm.model.HIC_ASM_9.1127_Akon	PF00011	Hsp20/alpha crystallin family
evm.model.HIC_ASM_1.2053_Akon	PF00504	Chlorophyll A-B binding protein
evm.model.HIC_ASM_1.2044_Akon	PF00504	Chlorophyll A-B binding protein
evm.model.HIC_ASM_11.121_Akon	PF17766	fn3_6
evm.model.HIC_ASM_11.121_Akon	PF05922	Peptidase inhibitor I9
evm.model.HIC_ASM_11.121_Akon	PF00082	Subtilase family
evm.model.HIC_ASM_7.6991_Akon	PF13344	Haloacid dehalogenase-like hydrolase
evm.model.CTG_4132.11_Akon	PF00533	BRCA1 C Terminus (BRCT) domain
evm.model.HIC_ASM_12.4976_Akon	PF12146	Serine aminopeptidase, S33
evm.model.HIC_ASM_4.14536_evm.model.HIC_ASM_4.14541_Akon	PF03151	Triose-phosphate Transporter family
evm.model.HIC_ASM_4.14536_evm.model.HIC_ASM_4.14541_Akon	PF03194	LUC7 N_terminus
evm.model.HIC_ASM_4.11945_Akon	PF00847	AP2 domain
evm.model.HIC_ASM_4.11925_Akon	PF00847	AP2 domain
evm.model.HIC_ASM_12.4909_Akon	PF05627	Cleavage site for pathogenic type III effector avirulence factor Avr
evm.model.CTG_4221.3_Akon	PF05627	Cleavage site for pathogenic type III effector avirulence factor Avr
evm.model.CTG_7660.5_Akon	PF09713	Plant protein 1589 of unknown function (A_thal_3526)
evm.model.HIC_ASM_4.3969_Akon	PF14009	Domain of unknown function (DUF4228)
evm.model.HIC_ASM_1.1887_Akon	PF05368	NmrA-like family
evm.model.CTG_8662.9_Akon	PF05368	NmrA-like family
evm.model.HIC_ASM_9.10697_Akon	PF00141	Peroxidase
evm.model.HIC_ASM_0.223_Akon	PF01423	LSM domain
evm.model.HIC_ASM_11.5344_Akon	PF12899	Alkaline and neutral invertase
evm.model.CTG_19184.7_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_0.5442_Akon	PF02780	Transketolase, C-terminal domain
evm.model.HIC_ASM_0.5442_Akon	PF02779	Transketolase, pyrimidine binding domain
evm.model.HIC_ASM_1.1262.6_Akon	PF04969	CS domain
evm.model.HIC_ASM_2.6863_Akon	PF04577	Protein of unknown function (DUF563)
evm.model.HIC_ASM_7.627_Akon	PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
evm.model.HIC_ASM_7.624_Akon	PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
evm.model.HIC_ASM_1.1882_Akon	PF05368	NmrA-like family
evm.model.HIC_ASM_5.9867_Akon	PF01762	Galactosyltransferase
evm.model.HIC_ASM_12.5247_Akon	PF01762	Galactosyltransferase
evm.model.HIC_ASM_4.2045_Akon	PF00153	Mitochondrial carrier protein
evm.model.HIC_ASM_2.37_Akon	PF00847	AP2 domain
evm.model.HIC_ASM_4.1632_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_4.2328_Akon	PF04564	U-box domain
evm.model.CTG_10119.1_Akon	PF05184	Saposin-like type B, region 1
evm.model.CTG_10119.1_Akon	PF03489	Saposin-like type B, region 2
evm.model.CTG_10119.1_Akon	PF00026	Eukaryotic aspartyl protease
evm.model.CTG_6324.10_Akon	PF01529	DHHC palmitoyltransferase
evm.model.CTG_6324.10_Akon	PF00023	Ankyrin repeat
evm.model.CTG_6324.10_Akon	PF12796	Ankyrin repeats (3 copies)
evm.model.HIC_ASM_6.2670_Akon	PF00179	Ubiquitin-conjugating enzyme
evm.model.CTG_4936.5_Akon	PF00320	GATA zinc finger
evm.model.CTG_12320.5_Akon	PF00295	Glycosyl hydrolases family 28
evm.model.HIC_ASM_12.5150_Akon	PF00847	AP2 domain
evm.model.CTG_12186.9_Akon	PF03552	Cellulose synthase
evm.model.HIC_ASM_1.419_Akon	PF03552	Cellulose synthase
evm.model.HIC_ASM_6.7919_Akon	PF14523	Syntaxin-like protein
evm.model.HIC_ASM_6.7919_Akon	PF05739	SNARE domain
evm.model.HIC_ASM_4.13088_Akon	PF01883	Iron-sulfur cluster assembly protein
evm.model.HIC_ASM_12.296_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_12.296_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_1.10629_Akon	PF00954	S-locus glycoprotein domain
evm.model.HIC_ASM_1.10629_Akon	PF01453	D-mannose binding lectin
evm.model.HIC_ASM_7.4589_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_4.927_Akon	PF12023	Domain of unknown function (DUF3511)
evm.model.HIC_ASM_4.2102_evm.model.HIC_ASM_4.2111_Akon	PF11960	Domain of unknown function (DUF3474)
evm.model.HIC_ASM_4.2102_evm.model.HIC_ASM_4.2111_Akon	PF00487	Fatty acid desaturase
