queryid_pep	go_id	go_term	go_domain
evm.model.HIC_ASM_4.3597_Akon	GO:0016592	mediator complex	CC
evm.model.HIC_ASM_4.3597_Akon	GO:0048364	root development	BP
evm.model.HIC_ASM_4.3597_Akon	GO:0009631	cold acclimation	BP
evm.model.HIC_ASM_4.3597_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_4.3597_Akon	GO:0010150	leaf senescence	BP
evm.model.HIC_ASM_1.581_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_12735.3_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.CTG_12735.3_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_12735.3_Akon	GO:0008610	lipid biosynthetic process	BP
evm.model.CTG_12735.3_Akon	GO:0005506	iron ion binding	MF
evm.model.HIC_ASM_11.1427_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.10759_Akon	GO:0043565	sequence-specific DNA binding	MF
evm.model.HIC_ASM_5.10759_Akon	GO:0003700	DNA-binding transcription factor activity	MF
evm.model.HIC_ASM_5.10759_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.10131_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.4408_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.4408_Akon	GO:0009658	chloroplast organization	BP
evm.model.HIC_ASM_12.4408_Akon	GO:0009643	photosynthetic acclimation	BP
evm.model.HIC_ASM_12.4408_Akon	GO:1905157	positive regulation of photosynthesis	BP
evm.model.HIC_ASM_12.4408_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.HIC_ASM_12.4408_Akon	GO:0006813	potassium ion transport	BP
evm.model.HIC_ASM_12.4408_Akon	GO:0015299	solute:proton antiporter activity	MF
evm.model.HIC_ASM_2.6991_Akon	GO:0009845	seed germination	BP
evm.model.HIC_ASM_2.6991_Akon	GO:0046098	guanine metabolic process	BP
evm.model.HIC_ASM_2.6991_Akon	GO:0005829	cytosol	CC
evm.model.HIC_ASM_2.6991_Akon	GO:0006166	purine ribonucleoside salvage	BP
evm.model.HIC_ASM_2.6991_Akon	GO:0032264	IMP salvage	BP
evm.model.HIC_ASM_2.6991_Akon	GO:0000166	nucleotide binding	MF
evm.model.HIC_ASM_2.6991_Akon	GO:0004422	hypoxanthine phosphoribosyltransferase activity	MF
evm.model.HIC_ASM_2.6991_Akon	GO:0046100	hypoxanthine metabolic process	BP
evm.model.HIC_ASM_2.6991_Akon	GO:0052657	guanine phosphoribosyltransferase activity	MF
evm.model.HIC_ASM_2.6991_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_6717.1_Akon	GO:0004450	isocitrate dehydrogenase (NADP+) activity	MF
evm.model.CTG_6717.1_Akon	GO:0006102	isocitrate metabolic process	BP
evm.model.CTG_6717.1_Akon	GO:0006099	tricarboxylic acid cycle	BP
evm.model.CTG_6717.1_Akon	GO:0000287	magnesium ion binding	MF
evm.model.CTG_6717.1_Akon	GO:0051287	NAD binding	MF
evm.model.CTG_6195.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_6195.2_Akon	GO:0048544	recognition of pollen	BP
evm.model.CTG_6195.2_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.CTG_6195.2_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_3.9000_Akon	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	MF
evm.model.HIC_ASM_3.9000_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_3.9028_Akon	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	MF
evm.model.HIC_ASM_3.9028_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_2.4183_Akon	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	CC
evm.model.HIC_ASM_2.4183_Akon	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	MF
evm.model.HIC_ASM_2.4183_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.2417_Akon	GO:0003713	transcription coactivator activity	MF
evm.model.HIC_ASM_4.2417_Akon	GO:0006368	transcription elongation from RNA polymerase II promoter	BP
evm.model.HIC_ASM_4.2417_Akon	GO:0000124	SAGA complex	CC
evm.model.HIC_ASM_4.2417_Akon	GO:0071819	DUBm complex	CC
evm.model.HIC_ASM_4.2417_Akon	GO:0006406	mRNA export from nucleus	BP
evm.model.HIC_ASM_4.2417_Akon	GO:0070390	transcription export complex 2	CC
evm.model.HIC_ASM_4.2417_Akon	GO:0045893	positive regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_4.2417_Akon	GO:0016578	histone deubiquitination	BP
evm.model.HIC_ASM_4.2417_Akon	GO:0005643	nuclear pore	CC
evm.model.CTG_7011.8_Akon	GO:0003713	transcription coactivator activity	MF
evm.model.CTG_7011.8_Akon	GO:0006368	transcription elongation from RNA polymerase II promoter	BP
evm.model.CTG_7011.8_Akon	GO:0000124	SAGA complex	CC
evm.model.CTG_7011.8_Akon	GO:0071819	DUBm complex	CC
evm.model.CTG_7011.8_Akon	GO:0006406	mRNA export from nucleus	BP
evm.model.CTG_7011.8_Akon	GO:0070390	transcription export complex 2	CC
evm.model.CTG_7011.8_Akon	GO:0045893	positive regulation of transcription, DNA-templated	BP
evm.model.CTG_7011.8_Akon	GO:0016578	histone deubiquitination	BP
evm.model.CTG_7011.8_Akon	GO:0005643	nuclear pore	CC
evm.model.HIC_ASM_1.3376_Akon	GO:0008137	NADH dehydrogenase (ubiquinone) activity	MF
evm.model.CTG_11019.10_Akon	GO:0030247	polysaccharide binding	MF
evm.model.HIC_ASM_9.8969_Akon	GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	MF
evm.model.HIC_ASM_9.8969_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_9.8981_Akon	GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	MF
evm.model.HIC_ASM_9.8981_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.CTG_4355.11.1_Akon	GO:0009651	response to salt stress	BP
evm.model.CTG_4355.11.1_Akon	GO:0015937	coenzyme A biosynthetic process	BP
evm.model.CTG_4355.11.1_Akon	GO:0006629	lipid metabolic process	BP
evm.model.CTG_4355.11.1_Akon	GO:0019915	lipid storage	BP
evm.model.CTG_4355.11.1_Akon	GO:0080020	regulation of coenzyme A biosynthetic process	BP
evm.model.CTG_4355.11.1_Akon	GO:0004595	pantetheine-phosphate adenylyltransferase activity	MF
evm.model.CTG_4355.11.1_Akon	GO:0005829	cytosol	CC
evm.model.HIC_ASM_4.14866_Akon	GO:0008324	cation transmembrane transporter activity	MF
evm.model.HIC_ASM_4.14866_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_9.10585_Akon	GO:0008146	sulfotransferase activity	MF
evm.model.HIC_ASM_5.645_Akon	GO:0006629	lipid metabolic process	BP
evm.model.HIC_ASM_3.578_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.578_Akon	GO:0006465	signal peptide processing	BP
evm.model.HIC_ASM_3.578_Akon	GO:0005787	signal peptidase complex	CC
evm.model.HIC_ASM_3.556_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.556_Akon	GO:0006465	signal peptide processing	BP
evm.model.HIC_ASM_3.556_Akon	GO:0005787	signal peptidase complex	CC
evm.model.HIC_ASM_7.485_Akon	GO:0043565	sequence-specific DNA binding	MF
evm.model.HIC_ASM_7.485_Akon	GO:0003700	DNA-binding transcription factor activity	MF
evm.model.HIC_ASM_7.485_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_4.14169_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_4.14169_Akon	GO:0009881	photoreceptor activity	MF
evm.model.HIC_ASM_4.14169_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_4.14169_Akon	GO:0050896	response to stimulus	BP
evm.model.HIC_ASM_4.95_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_4.95_Akon	GO:0009881	photoreceptor activity	MF
evm.model.HIC_ASM_4.95_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_4.95_Akon	GO:0050896	response to stimulus	BP
evm.model.CTG_16463.4_Akon	GO:0005506	iron ion binding	MF
evm.model.CTG_16463.4_Akon	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MF
evm.model.CTG_16463.4_Akon	GO:0020037	heme binding	MF
evm.model.CTG_16463.4_Akon	GO:0004497	monooxygenase activity	MF
evm.model.HIC_ASM_3.2708_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_3.2708_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_3.2708_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_7.6691_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_7.6691_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_7.6691_Akon	GO:0005840	ribosome	CC
evm.model.CTG_5918.8_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_5918.8_Akon	GO:0006412	translation	BP
evm.model.CTG_5918.8_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_2.6581_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_2.6581_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_2.6581_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_7.4041.1_Akon	GO:0006414	translational elongation	BP
evm.model.HIC_ASM_7.4041.1_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_7.4041.1_Akon	GO:0005840	ribosome	CC
evm.model.CTG_4379.12_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.CTG_4379.12_Akon	GO:0016168	chlorophyll binding	MF
evm.model.CTG_4379.12_Akon	GO:0009767	photosynthetic electron transport chain	BP
evm.model.CTG_4379.12_Akon	GO:0009521	photosystem	CC
evm.model.CTG_4379.12_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.3086_Akon	GO:0046982	protein heterodimerization activity	MF
evm.model.HIC_ASM_5.3086_Akon	GO:0000786	nucleosome	CC
evm.model.HIC_ASM_5.3086_Akon	GO:0006352	DNA-templated transcription, initiation	BP
evm.model.HIC_ASM_5.3086_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.3086_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_0.187_Akon	GO:0006520	cellular amino acid metabolic process	BP
evm.model.HIC_ASM_0.187_Akon	GO:0004354	glutamate dehydrogenase (NADP+) activity	MF
evm.model.HIC_ASM_3.29_Akon	GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	MF
evm.model.HIC_ASM_3.29_Akon	GO:0004029	aldehyde dehydrogenase (NAD+) activity	MF
evm.model.HIC_ASM_0.6602_Akon	GO:0046148	pigment biosynthetic process	BP
evm.model.HIC_ASM_0.6602_Akon	GO:0004097	catechol oxidase activity	MF
evm.model.HIC_ASM_0.6602_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_53_F2D.3_Akon	GO:0006412	translation	BP
evm.model.CTG_53_F2D.3_Akon	GO:0005840	ribosome	CC
evm.model.CTG_53_F2D.3_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_53_F2D.3_Akon	GO:0005739	mitochondrion	CC
evm.model.HIC_ASM_5.3444_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.3444_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.HIC_ASM_5.5496_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.5496_Akon	GO:0005794	Golgi apparatus	CC
evm.model.HIC_ASM_5.5496_Akon	GO:0007030	Golgi organization	BP
evm.model.HIC_ASM_3.8007_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_3.8007_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_0.605_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_0.605_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.9402_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_4.9402_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_9.146_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_9.146_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_10.1029_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_10.1029_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.8617_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_6.8617_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.8985_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_6.8985_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.8672_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_6.8672_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.12211_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_4.12211_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.567_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_6.567_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.1481_Akon	GO:0005509	calcium ion binding	MF
evm.model.CTG_12173.2_Akon	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	MF
evm.model.HIC_ASM_11.2554_Akon	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	MF
evm.model.HIC_ASM_4.1783_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.1783_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_4.1783_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_9.9947_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_9.9947_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_9.9947_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_5.9338_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_5.9338_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.9338_Akon	GO:0000786	nucleosome	CC
evm.model.HIC_ASM_5.9338_Akon	GO:0046982	protein heterodimerization activity	MF
evm.model.HIC_ASM_4.14586_Akon	GO:0004386	helicase activity	MF
evm.model.HIC_ASM_4.14586_Akon	GO:0003676	nucleic acid binding	MF
evm.model.HIC_ASM_4.14586_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_11.872_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_1.8089_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.11447_Akon	GO:0005516	calmodulin binding	MF
evm.model.HIC_ASM_3.8243_Akon	GO:0007165	signal transduction	BP
evm.model.HIC_ASM_8.2223_Akon	GO:0007165	signal transduction	BP
evm.model.HIC_ASM_7.3786_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_7.3786_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_7.4479_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_5.8251_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_5.9382_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_2.6962_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_2.6962_Akon	GO:0008536	small GTPase binding	MF
evm.model.HIC_ASM_5.9087_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_5.9087_Akon	GO:0008536	small GTPase binding	MF
evm.model.HIC_ASM_7.7163_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_7.7181_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_4.5346.1_Akon	GO:0030041	actin filament polymerization	BP
evm.model.HIC_ASM_4.5346.1_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_4.5346.1_Akon	GO:0003779	actin binding	MF
evm.model.HIC_ASM_4.5346.1_Akon	GO:0034314	Arp2/3 complex-mediated actin nucleation	BP
evm.model.HIC_ASM_4.5346.1_Akon	GO:0005885	Arp2/3 protein complex	CC
evm.model.HIC_ASM_6.3973_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.CTG_8806.8_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_4.1376_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.1376_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.HIC_ASM_10.7064_Akon	GO:0004222	metalloendopeptidase activity	MF
evm.model.HIC_ASM_10.7064_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_10.7455_Akon	GO:0004222	metalloendopeptidase activity	MF
evm.model.HIC_ASM_10.7455_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_2.6831_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_2.6831_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_3.3445_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_3.3445_Akon	GO:0006433	prolyl-tRNA aminoacylation	BP
evm.model.HIC_ASM_3.3445_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_3.3445_Akon	GO:0004827	proline-tRNA ligase activity	MF
evm.model.HIC_ASM_12.4817_Akon	GO:0005681	spliceosomal complex	CC
evm.model.HIC_ASM_12.4817_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_12.4817_Akon	GO:0000398	mRNA splicing, via spliceosome	BP
evm.model.HIC_ASM_12.4817_Akon	GO:0000956	nuclear-transcribed mRNA catabolic process	BP
evm.model.HIC_ASM_4.1295_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_4.1295_Akon	GO:0019722	calcium-mediated signaling	BP
evm.model.CTG_2754.5_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_2754.5_Akon	GO:0006508	proteolysis	BP
evm.model.HIC_ASM_9.9894_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_9.9894_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_8.3788_Akon	GO:0003723	RNA binding	MF
evm.model.CTG_15736.5_Akon	GO:0006432	phenylalanyl-tRNA aminoacylation	BP
evm.model.CTG_15736.5_Akon	GO:0004826	phenylalanine-tRNA ligase activity	MF
evm.model.CTG_15736.5_Akon	GO:0000287	magnesium ion binding	MF
evm.model.CTG_15736.5_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_15736.5_Akon	GO:0003723	RNA binding	MF
evm.model.CTG_15736.5_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_5.4792_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_3783.2_Akon	GO:0004499	N,N-dimethylaniline monooxygenase activity	MF
evm.model.CTG_3783.2_Akon	GO:0050660	flavin adenine dinucleotide binding	MF
evm.model.CTG_3783.2_Akon	GO:0050661	NADP binding	MF
evm.model.HIC_ASM_12.3622_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_12.4226_Akon	GO:0009094	L-phenylalanine biosynthetic process	BP
evm.model.HIC_ASM_12.4226_Akon	GO:0004664	prephenate dehydratase activity	MF
evm.model.HIC_ASM_5.551_Akon	GO:0006464	cellular protein modification process	BP
evm.model.HIC_ASM_5.551_Akon	GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity	MF
evm.model.HIC_ASM_7.26_Akon	GO:0070122	isopeptidase activity	MF
evm.model.HIC_ASM_7.26_Akon	GO:0008237	metallopeptidase activity	MF
evm.model.HIC_ASM_5.10262_Akon	GO:0008250	oligosaccharyltransferase complex	CC
evm.model.HIC_ASM_5.10262_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_5.10262_Akon	GO:0006486	protein glycosylation	BP
evm.model.HIC_ASM_5.10262_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.345_Akon	GO:0008250	oligosaccharyltransferase complex	CC
evm.model.HIC_ASM_11.345_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_11.345_Akon	GO:0006486	protein glycosylation	BP
evm.model.HIC_ASM_11.345_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.657_Akon	GO:0005634	nucleus	CC
evm.model.CTG_7004.1_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_9.2815_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_9.2815_Akon	GO:0006535	cysteine biosynthetic process from serine	BP
evm.model.HIC_ASM_9.2815_Akon	GO:0009001	serine O-acetyltransferase activity	MF
evm.model.HIC_ASM_8.7036_Akon	GO:0016787	hydrolase activity	MF
evm.model.HIC_ASM_8.7036_Akon	GO:0009691	cytokinin biosynthetic process	BP
evm.model.HIC_ASM_11.646_Akon	GO:0016773	phosphotransferase activity, alcohol group as acceptor	MF
evm.model.HIC_ASM_11.646_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_2.6780_Akon	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	MF
evm.model.HIC_ASM_2.6780_Akon	GO:0005576	extracellular region	CC
evm.model.HIC_ASM_2.6780_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_4.4871_Akon	GO:0005643	nuclear pore	CC
evm.model.HIC_ASM_4.4871_Akon	GO:0051028	mRNA transport	BP
evm.model.HIC_ASM_4.4871_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_4.4871_Akon	GO:0016020	membrane	CC
evm.model.HIC_ASM_4.4871_Akon	GO:0017056	structural constituent of nuclear pore	MF
evm.model.CTG_13998.4_Akon	GO:0003997	acyl-CoA oxidase activity	MF
evm.model.CTG_13998.4_Akon	GO:0071949	FAD binding	MF
evm.model.CTG_13998.4_Akon	GO:0005777	peroxisome	CC
evm.model.CTG_13998.4_Akon	GO:0006635	fatty acid beta-oxidation	BP
evm.model.HIC_ASM_3.9342_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_7004.4_Akon	GO:0010374	stomatal complex development	BP
evm.model.HIC_ASM_1.559_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.559_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_11.2849_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.2849_Akon	GO:0016740	transferase activity	MF
evm.model.CTG_15656.8_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_15656.8_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_11.6876_Akon	GO:0016798	hydrolase activity, acting on glycosyl bonds	MF
evm.model.HIC_ASM_11.6876_Akon	GO:0009691	cytokinin biosynthetic process	BP
evm.model.HIC_ASM_4.235_Akon	GO:0005758	mitochondrial intermembrane space	CC
evm.model.HIC_ASM_4.235_Akon	GO:0016531	copper chaperone activity	MF
evm.model.HIC_ASM_4.235_Akon	GO:0006825	copper ion transport	BP
evm.model.HIC_ASM_11.728_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_4.3757_Akon	GO:0031047	gene silencing by RNA	BP
evm.model.HIC_ASM_4.3757_Akon	GO:0003676	nucleic acid binding	MF
evm.model.HIC_ASM_5.11386_Akon	GO:0000209	protein polyubiquitination	BP
evm.model.HIC_ASM_5.11386_Akon	GO:0061631	ubiquitin conjugating enzyme activity	MF
evm.model.HIC_ASM_5.11386_Akon	GO:0005634	nucleus	CC
evm.model.CTG_11549.8_Akon	GO:0016788	hydrolase activity, acting on ester bonds	MF
evm.model.CTG_14081.2_Akon	GO:0061711	N(6)-L-threonylcarbamoyladenine synthase activity	MF
evm.model.CTG_14081.2_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_14081.2_Akon	GO:0005737	cytoplasm	CC
evm.model.CTG_14081.2_Akon	GO:0005634	nucleus	CC
evm.model.CTG_14081.2_Akon	GO:0000408	EKC/KEOPS complex	CC
evm.model.CTG_14081.2_Akon	GO:0002949	tRNA threonylcarbamoyladenosine modification	BP
evm.model.HIC_ASM_6.9131_Akon	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	MF
evm.model.HIC_ASM_6.9131_Akon	GO:0050660	flavin adenine dinucleotide binding	MF
evm.model.HIC_ASM_11.166_Akon	GO:0005794	Golgi apparatus	CC
evm.model.HIC_ASM_11.166_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_4.4094_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_4.4094_Akon	GO:0004372	glycine hydroxymethyltransferase activity	MF
evm.model.HIC_ASM_4.4094_Akon	GO:0035999	tetrahydrofolate interconversion	BP
evm.model.HIC_ASM_4.4094_Akon	GO:0030170	pyridoxal phosphate binding	MF
